state_code,zip_code,city,name,is_acquired_numerical,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_acquired
PA,15213,Pittsburgh,Lama Lab,0,1/1/2009,6/1/2013,5/31/2010,7/8/2011,1.411,2.5151,,,0,2,1213066,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,closed
CA,94306,Palo Alto,Buysight,1,1/1/2008,,11/4/2008,3/21/2012,0.8438,4.2219,0.7616,4.9288,18,3,24030000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,acquired
CA,94110,San Francisco,TripIt,1,10/1/2006,,4/1/2007,3/4/2010,0.4986,3.4247,1.9863,5.9616,14,3,13100000,5,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,acquired
NY,10010,New York,Pinch Media,1,4/1/2008,,5/1/2008,1/6/2010,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,acquired
MN,55311,Minneapolis,Enstratius,1,1/1/2009,,11/7/2011,11/7/2011,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
MA,2210,Boston,Jumptap,1,1/1/2005,,3/1/2005,7/2/2012,0.1616,7.5041,7.0521,8.6192,45,7,121500000,3,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,acquired
CA,95134,San Jose,WiChorus,1,1/1/2005,,12/22/2005,11/4/2008,0.9726,3.8438,2.0,2.0,18,4,42500000,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,acquired
NC,27713,Durham,Hatteras Networks,1,1/1/2000,,6/8/2005,6/1/2006,5.4384,6.4192,6.0055,6.0055,26,2,36000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,acquired
CA,94111,San Francisco,Focus,0,8/1/2005,9/15/2012,3/6/2008,3/6/2008,2.5973,2.5973,2.9178,5.4822,7,1,12170000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,closed
NY,10005,New York,easy2comply (Dynasec),1,1/1/2002,,10/2/2007,10/2/2007,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,acquired
CA,94107,San Francisco,Socialize,1,7/1/2008,,11/1/2011,6/7/2012,3.337,3.937,-2.4986,4.7205,5,3,1820000,4,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
WA,98033,Kirkland,Clearwire,1,10/1/2003,,5/6/2008,2/27/2013,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,acquired
TX,75001,Addison,CREDANT Technologies,1,1/1/2001,,12/20/2007,12/20/2007,6.9699,6.9699,0.0849,11.9699,6,1,5000000,2,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,acquired
NY,10001,New York,Exclusively.in,1,1/1/2010,,11/3/2010,5/29/2011,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,fashion,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,acquired
CA,94043,Mountain View,Avidia,1,1/1/2003,,5/6/2005,5/9/2006,2.3452,3.3534,,,3,2,72300000,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,acquired
CA,92612,Irvine,PayDivvy,1,3/6/2009,,1/15/2009,4/27/2012,-0.1369999999999999,3.1452,-2.0932,4.4082,3,3,1310000,4,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,acquired
MA,1801,Woburn,Octavian,0,1/1/2003,2/1/2011,6/1/2005,10/10/2007,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,closed
NY,10011,New York,KickApps,1,3/1/2004,,6/1/2006,11/25/2008,2.2521,4.7397,5.3370000000000015,7.274,22,3,39007789,5,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,acquired
MA,1803,Burlington,Airwide Solutions,1,1/1/2004,,1/25/2006,1/25/2006,2.0685,2.0685,-1.9151,-1.9151,3,1,25000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,acquired
MA,2210,Boston,Localocracy,1,1/1/2009,,5/1/2009,2/4/2011,0.3288,2.0932,1.3288,2.7534,4,3,172500,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
NY,10013,New York City,Pixable,1,3/12/2009,,11/10/2010,4/22/2011,1.6658,2.1123,2.3041,3.5507,23,2,6100000,2,social,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,acquired
CA,94939,Larkspur,mFoundry,1,1/1/2004,,3/21/2006,12/5/2011,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,acquired
CA,90046,Los Angeles,Bevvy,0,1/8/2011,1/1/2012,5/20/2011,5/20/2011,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,closed
WA,98104,Seattle,Livemocha,1,9/1/2007,,1/1/2008,2/25/2013,0.3342,5.4904,2.7507,5.589,14,5,19389998,2,education,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,acquired
CA,94066,San Bruno,IronPort Systems,1,1/1/2000,,6/25/2002,10/25/2004,2.4822,4.8192,5.5863,11.9452,21,2,61500000,3,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,acquired
CA,94108,San Francisco,Crowdcast,1,1/1/2007,,6/10/2010,6/10/2010,3.4411,3.4411,4.0027,5.7178,6,1,6000000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
MA,2114,Boston,Where,1,1/1/2004,,12/31/2003,1/1/2009,-0.0027,5.0055,4.9507,7.3726,23,4,19100000,6,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,acquired
NY,10003,New York,Pictela,1,10/17/2008,,1/6/2009,11/6/2010,0.2219,2.0548,0.0411,3.9178,8,4,3499997,3,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.5,acquired
CA,94063,Redwood City,Grouply,1,3/1/2006,1/1/2012,6/1/2007,1/14/2008,1.2521,1.874,4.7178,5.0959,13,3,2600000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,acquired
CA,94103,San Francisco,Storify,1,12/11/2009,,7/1/2009,2/3/2011,-0.4466,1.1479,3.0603,3.7479,14,3,2023000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.3333,acquired
CA,92618,Irvine,Axiom Microdevices,1,1/1/2002,,2/8/2007,2/8/2007,5.1068,5.1068,,,3,1,25000000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,acquired
CA,90404,Santa Monica,ShoeDazzle,1,3/1/2009,,11/19/2009,10/3/2012,0.7205,3.5945,2.8384,4.0192,17,4,66000000,4,fashion,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,acquired
NY,10016,New York,LiftDNA,1,9/1/2009,,2/1/2011,2/11/2011,1.4192,1.4466,1.663,1.663,5,2,1000000,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,acquired
CA,94306,Palo Alto,Onavo,1,1/1/2010,,5/1/2011,1/24/2012,1.3288,2.063,3.2493,3.7836,11,2,13000000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,acquired
MA,2451,Waltham,Pyxis Mobile,0,1/1/1998,8/1/2012,9/9/2005,1/10/2012,7.6932,14.0329,12.5041,14.0329,3,3,24150000,2,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,closed
CA,95051,Santa Clara,Link_A_Media Devices,0,1/1/2004,1/1/2013,11/2/2009,3/20/2012,5.8411,8.2219,,,4,3,47218498,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3333,closed
MA,2451,Waltham,Guardium,1,1/1/2002,,8/12/2005,5/17/2006,3.6137,4.3753,0.0,7.9178,1,2,11800000,2,search,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,acquired
NV,89052,Henderson,Trooval,0,9/1/2008,2/1/2011,4/7/2010,11/5/2010,1.5973,2.1781,0.0822,0.0822,2,2,2387481,1,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,closed
MA,2116,Boston,Compete,1,1/1/2000,,11/1/2000,8/1/2007,0.8356,7.5863,11.589,13.5863,35,4,33000000,5,consulting,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,acquired
VA,22102,McLean,Rollstream,1,1/1/2005,,9/3/2007,11/18/2008,2.6712,3.8822,4.0027,7.3205,4,2,7500000,3,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,acquired
CA,95134,San Jose,NeoGuide Systems,1,1/1/2000,,9/29/2006,9/29/2006,6.7479,6.7479,4.0027,4.0027,3,1,25000000,1,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,acquired
CA,95054,Santa Clara,Accept Software,1,1/1/2002,,9/16/2005,12/14/2010,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,acquired
CA,94301,Palo Alto,Milo,1,1/1/2008,,11/1/2008,11/24/2009,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,acquired
CA,95054,Santa Clara,Mimosa Systems,1,8/29/2003,,12/5/2005,1/12/2010,2.2712,6.3781,,,8,6,53816776,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,acquired
NY,10003,New York,Surphace,1,6/1/2005,,4/1/2005,5/1/2006,-0.1671,0.9151,2.674,8.3836,15,2,3500000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.5,acquired
CA,94041,Mountain View,Cloudmeter,1,4/1/2007,,4/27/2012,4/27/2012,5.0767,5.0767,4.7562,6.0466,7,1,5000000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
CA,94010,Burlingame,Zecter,1,6/1/2007,,6/1/2007,12/14/2009,0.0,2.5397,3.7699,5.9233,9,3,2515000,3,network_hosting,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6667,acquired
MA,1851,Lowell,Dimdim,1,1/1/2006,,2/1/2007,7/1/2008,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,acquired
CA,90405,Santa Monica,TeleFlip,0,1/1/2004,1/1/2008,8/1/2006,1/1/2008,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,closed
WA,98004,Bellevue,MessageGate,0,1/1/2001,7/16/2012,4/18/2005,4/18/2005,4.2959,4.2959,5.0027,5.0027,3,1,5000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,closed
NY,11797,Woodbury,Cloverleaf Communications,1,1/1/2001,,6/28/2005,6/28/2005,4.4904,4.4904,,,2,1,11000000,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,acquired
CA,95054,Santa Clara,SkyPilot Networks,1,1/1/2000,,1/1/2001,4/1/2008,1.0027,8.2548,,,6,4,68400000,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,acquired
CA,94103,San Francisco,Zencoder,1,1/1/2007,,2/1/2010,4/12/2011,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,acquired
NY,10010,New York,Storm Exchange,0,4/1/2006,3/12/2009,12/1/2006,3/4/2008,0.6685,1.926,0.0,0.0,2,2,10800000,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,closed
NY,10003,New York,The Huffington Post,1,5/9/2005,,5/1/2005,8/1/2010,-0.0219,5.2329,5.7616,7.4877,31,5,37000000,3,news,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,acquired
CA,94043,Mountain View,Exaprotect,1,1/1/2004,,7/10/2006,7/10/2006,2.5233,2.5233,4.0027,9.8849,5,1,7660000,3,security,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,acquired
MA,1460,Littleton,Akorri Networks,1,1/1/2005,,5/5/2005,3/23/2010,0.3397,5.2247,3.0,6.0329,5,4,48730000,3,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,acquired
CA,90032,Los Angeles,Giiv,0,1/1/2009,8/1/2012,1/1/2009,6/1/2010,0.0,1.4137,1.4137,1.4137,1,2,3350000,1,messaging,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,closed
CA,91203,Glendale,MyShape,0,9/1/2003,4/1/2013,7/17/2007,11/10/2010,3.8767,7.1973,2.6658,7.1973,3,4,28000000,2,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,closed
TX,78701,Austin,BlackLocus,1,1/1/2010,,7/1/2011,7/1/2011,1.4959,1.4959,2.0849,2.0849,5,1,2500000,1,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,acquired
IL,60610,Chicago,FeedBurner,1,2/1/2004,,6/1/2004,4/1/2005,0.3315,1.1644,2.0795,9.3507,16,2,8000000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,acquired
NY,10011,New York,DailyBurn,1,10/1/2007,,5/1/2008,5/26/2009,0.5836,1.6521,0.6329,4.263,6,2,540000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,acquired
CA,94107,San Francisco,CastTV,1,1/1/2006,,1/1/2006,4/1/2007,0.0,1.2466,1.0,5.4384,4,2,3100000,4,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,acquired
NY,10001,New York,Venmo,1,4/4/2009,,5/7/2010,8/1/2011,1.0904,2.326,2.8301,4.6904,8,2,1200000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,acquired
NY,10017,New York,WeShow,0,6/1/2007,12/2/2008,6/1/2007,6/1/2007,0.0,0.0,0.1096,0.1096,2,1,5000000,1,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,closed
CA,CA 94105,San Francisco,SenSage,1,8/18/2004,,4/18/2005,1/1/2012,0.6658,7.3753,2.3726,2.3726,6,6,37079000,1,security,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.8,acquired
MA,1821,Billerica,Luminus Devices,1,1/1/2002,,5/1/2006,3/1/2013,4.3315,11.1699,8.7041,8.7068,3,4,135826373,2,other,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.3333,acquired
CA,92121,San Diego,Tapioca Mobile,0,1/1/2008,7/9/2012,9/1/2007,3/25/2008,-0.3342,0.2301,,,5,2,5000000,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,closed
NY,10012,New York,BestVendor,1,1/1/2011,,3/18/2011,2/1/2012,0.2082,1.0849,0.1616,2.6521,3,4,4200000,3,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,acquired
WA,98104,Seattle,Local Marketers,0,1/1/2005,2/3/2011,7/31/2008,7/31/2008,3.5808,3.5808,-1.0027,7.5918,3,1,4100000,3,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,closed
CA,95030,Los Gatos,Eyeona,0,1/1/2011,11/1/2012,10/10/2011,10/10/2011,0.7726,0.7726,0.3123,1.1479,3,1,2000000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,closed
CO,80021,Broomfield,ColdSpark,1,1/1/2001,,1/1/2006,1/1/2006,5.0027,5.0027,5.4986,5.4986,3,1,6500000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,acquired
CA,94404,Foster City,Etology,0,6/1/2005,12/25/2011,11/13/2006,11/13/2006,1.4521,1.4521,,,0,1,4000000,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,closed
CA,94040,Mountain View,Wander (f. YongoPal),0,1/1/2010,7/1/2013,4/1/2010,1/1/2011,0.2466,1.0,1.1616,1.1616,3,5,185000,1,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,closed
OR,97214,Portland,CrowdCompass,1,4/1/2009,,12/11/2011,12/11/2011,2.6959,2.6959,3.2192,4.0027,5,1,1300000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
NY,10011,New York,Right Media,1,1/1/2003,,10/17/2006,10/17/2006,3.7945,3.7945,,,21,1,45000000,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,acquired
MA,2111,Boston,Goby,1,7/1/2008,,10/20/2010,10/20/2010,2.3041,2.3041,-0.3342,2.3589,4,1,2500000,3,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,acquired
TX,78701,Austin,FiveRuns,1,2/1/2005,,9/1/2005,10/28/2007,0.5808,2.737,1.9151,4.6603,11,2,9200000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,acquired
CA,90211,Beverly Hills,GeekStatus,0,8/1/2010,6/1/2013,2/10/2009,6/12/2010,-1.4712,-0.1369999999999999,,,0,4,435953,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
CT,6103,Hartford,MOLI,0,1/1/2008,5/24/2010,1/1/2007,1/1/2008,-1.0,0.0,-1.5863,0.863,9,2,55600000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,closed
CO,80111,Greenwood Village,TrenStar,1,1/1/2001,,4/6/2007,4/6/2007,6.263,6.263,1.0,1.0,2,1,10000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,acquired
WA,98109,Seattle,World Blender,0,1/1/2010,2/1/2011,11/1/2010,11/1/2010,0.8329,0.8329,0.6658,0.6658,3,1,12000,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,closed
MD,20742,College Park,Zymetis,0,1/1/2006,12/7/2012,1/11/2010,1/31/2010,4.0301,4.0849,,,3,2,2257464,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,closed
NY,10003,New York,Dispatch,1,5/1/2011,,7/1/2011,11/10/2011,0.1671,0.5288,0.1671,2.4438,4,2,983000,2,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.0,acquired
CA,90015,Los Angeles,HauteLook,1,12/1/2007,,5/12/2009,6/3/2010,1.4466,2.5068,2.5014,3.6411,15,2,41000000,2,fashion,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,acquired
TX,75001,Addison,Semantra,0,1/1/2003,4/25/2010,9/1/2006,7/22/2008,3.6685,5.5589,,,0,3,9100000,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,closed
CA,94558,Napa,Inertia Beverage Group,0,10/22/2004,1/16/2013,4/2/2007,1/1/2012,2.4438,7.1973,-2.0575,6.8767,6,3,25500100,3,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,closed
CA,94103,San Francisco,Sponge,1,1/1/2010,,4/19/2010,4/19/2010,0.2959,0.2959,1.5863,1.6658,3,1,400000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
NY,10119,New York,Genesis Networks,1,1/1/2002,,9/26/2006,5/6/2010,4.737,8.3479,,,4,10,22165091,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,acquired
CA,94110,San Francisco,Mogad,1,6/1/2007,,8/1/2007,8/1/2007,0.1671,0.1671,0.6712,3.3151,4,1,500000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,acquired
CA,94041,Mountain View,Meebo,1,2/1/2005,,10/1/2005,12/20/2010,0.6629999999999999,5.8849,6.211,8.6082,29,5,70000000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.8,acquired
IL,60143,Itasca,Accertify,1,3/1/2007,,6/3/2008,5/4/2010,1.2603,3.1781,2.8411,2.8411,6,2,4700000,1,security,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,acquired
MA,2142,Cambridge,N2N Commerce,1,1/1/2006,1/1/2008,1/3/2008,1/3/2008,2.0055,2.0055,0.0,0.0,1,1,30000000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,acquired
MA,2421,Lexington,StreamBase Systems,1,1/1/2003,,1/24/2005,5/18/2012,2.0658,9.3836,7.0055,7.0055,13,5,39000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,acquired
CA,95054-2913,Santa Clara,Provigent,1,1/1/2000,,6/7/2006,12/29/2008,6.4356,9.0,10.0082,10.0082,10,3,32000000,1,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,acquired
MA,2451,Waltham,Navic Networks,1,1/3/2000,,2/14/2000,2/26/2001,0.1151,1.1507,,,7,3,42000000,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,acquired
CA,92618,Irvine,Integrien,1,1/1/2001,,5/16/2005,5/11/2010,4.3726,9.3616,4.0027,9.3616,5,3,24510540,2,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,acquired
CA,94301,Palo Alto,Generic Media,0,1/1/2000,1/28/2011,8/26/2005,8/26/2005,5.6548,5.6548,,,0,1,2500000,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,closed
FL,33618,Tampa,Persystent Technologies,1,1/1/2002,,8/8/2005,12/3/2009,3.6027,7.926,8.5945,9.1096,1,3,21460663,2,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,acquired
NY,10013,New York,WireImage,1,1/1/2001,,5/8/2006,5/8/2006,5.3507,5.3507,,,6,1,15000000,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,acquired
CA,94110,San Francisco,Hello Chair,0,1/1/2006,7/1/2013,6/1/2007,4/12/2010,1.4137,4.2795,1.3288,5.1836,5,2,889999,2,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,closed
CA,94404,Foster City,Encentuate,1,1/1/2001,,3/22/2005,3/22/2005,4.2219,4.2219,3.0,3.0,6,1,16000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,acquired
CA,94104,San Francisco,Consorte Media,1,7/1/2005,,12/1/2007,12/1/2007,2.4192,2.4192,2.5041,8.3973,5,1,7000000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,acquired
NY,10004,New York,Triples Media,0,6/1/2010,7/1/2013,3/1/2011,3/1/2011,0.7479,0.7479,,,3,2,100000,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
NY,10011,New York,RightsFlow,1,10/1/2007,,8/26/2009,8/26/2009,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,music,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,acquired
WA,98104,Seattle,thePlatform,1,1/1/2000,,1/12/2006,1/12/2006,6.0356,6.0356,10.4959,12.6137,19,1,8000000,4,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,acquired
CA,90401,Santa Monica,Docstoc,1,8/1/2007,,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,acquired
CA,94110,San Francisco,TwtBks,0,6/20/2009,3/3/2012,6/26/2009,6/26/2009,0.0164,0.0164,,,3,1,25000,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
CA,94063,Redwood City,Zenprise,1,1/1/2003,,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,acquired
CA,94402,San Mateo,Picateers,0,1/1/2005,11/1/2011,1/1/2006,8/25/2008,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,closed
CA,94111,San Francisco,Vontu,1,1/1/2001,,3/21/2005,8/11/2006,4.2192,5.6110000000000015,5.0027,5.0027,9,2,20000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5,acquired
TX,78759,Austin,NextIO,0,1/1/2003,7/1/2013,1/11/2005,5/17/2012,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,closed
CA,91302,Calabasas,Emergent Game Technologies,1,1/1/2000,,7/5/2007,12/10/2009,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,acquired
CA,94107,San Francisco,threadsy,1,6/1/2008,,3/27/2008,12/7/2010,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,acquired
NY,10001,New York,Sonar.me,0,1/1/2010,7/17/2013,1/1/2012,1/1/2012,2.0,2.0,1.0274,3.1644,8,1,200000,3,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,closed
OH,45202,Cincinnati,StyleZen,0,9/1/2011,4/1/2013,9/1/2011,9/1/2011,0.0,0.0,0.0,0.0,2,1,20000,1,fashion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,closed
MA,1864,North Reading,Kiva Systems,1,1/1/2003,,1/1/2003,5/24/2006,0.0,3.3945,6.9781,9.2192,13,2,11600000,3,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.0,acquired
CA,94041,Mountain View,Krillion,1,5/1/2006,,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
OH,45202,Cincinnati,Transactiv,0,7/1/2009,7/19/2013,10/13/2009,10/13/2009,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,closed
